Date Published,Rating,Max Rating,Author,Country,Title,Review Body,Type Of Traveller,Seat Type,Date Flown,Aircraft,Route,From,Via,To,Verified,Recommended
2016-02-27,9.0,10.0,David Jackson,Saudi Arabia,"""excellent planes on all legs""",Jeddah to Bangkok via Doha. Excellent planes on all legs and very punctual. Good choice of food and reasonable selection of drinks. JED to DOH route half empty so much better and more frequent refreshment service than the A380. One negative is the music. The welcome and goodbye music played prior to takeoff and half an hour after landing - please change the music!,Solo Leisure,Economy Class,February 2016,Boeing 777 / A380,JED to BKK via DOH,King Abdulaziz International,Doha,Bangkok,0.0,Yes
2016-02-26,10.0,10.0,Juraj Krajcik,Slovakia,"""really enjoyed my flight""","Budapest to Bangkok via Doha. I really enjoyed my flight from Doha to Bangkok and return with their A380. It was a pretty amazing airplane, with tasty food, good inflight entertainment and very polite cabin crew. They are no 1 for me, and I will definitely take Qatar Airways again for my upcoming long hauls.",Couple Leisure,Economy Class,December 2015,A380,BUD to BKK via DOH,Budapest Ferenc Liszt International,Doha,Bangkok,0.0,Yes
2016-02-26,10.0,10.0,Ian Roberts,United Kingdom,"""all in all a perfect journey""","A few firsts for me on this Qatar Airways trip to Bangkok - the A380, the Boeing 787 plus the new Doha airport. Whole trip was a masterclass on flying from check in and facilities at London Heathrow T4, amazing A380  the new airport at Doha and fasttrack at Bangkok. The crews were very helpful and friendly (in the A380 bar they really excelled), food and wine so enjoyable that seconds were offered if available! If there was any downside it was the Boeing 787 - after the space of the A380 it felt noisy, the blinds didn't keep the setting sun out, and something of a throwback to narrow bodied longhaul aircraft but without the romance - I am old enough to remember 707s and the DC8s. All in all a perfect journey and naturally will be booking again",Solo Leisure,Business Class,February 2016,A380 / Boeing 777 / 787,LHR to BKK via DOH,London Heathrow,Doha,Bangkok,0.0,Yes
2016-02-25,6.0,10.0,William Brack,Belgium,"""disappointed with food""","We booked already many times our flights with Qatar Airways. The service can't be better, but the food on our Doha to Colombo flight and back is not prepared for European guests, especially for the night and the early morning flights. We were disappointed with that food. The business lounge they use at Colombo Airport is poor with old bread, no cheese or meat, only crackers, and the staff were very unfriendly.",Couple Leisure,Business Class,February 2016,Boeing 777,DOH to CMB,Doha,Direct,Colombo,0.0,no
2016-02-24,9.0,10.0,Alexandra Preusser,Germany,"""a great experience""","Munich to Phuket via Doha with Qatar Airways. The flight from Munich to Doha was a great experience on brand new A350 with very attentive staff, all helpful.  Good organization with Limousine service in Doha.  When booking Business or First a limousine service to the airport in a radius of 50 km from the airport in Germany would be desirable.",Solo Leisure,Business Class,February 2016,A350 / Boeing 777-300,MUC to HKT via DOH,Munich,Doha,Phuket,0.0,Yes
2016-02-22,6.0,10.0,A Goh,United Kingdom,"""couldn't book seats together""","Penang to Manchester via Doha. We travelled as a family with a toddler and I was disappointed we couldn't book our seats together in advance -  they couldn't get us seats together during check in but luckily on both journeys the seat next to my wife been blocked so we were able to seat together. I was told its because they needed to block off for another parent but there is only space for one bassinet!  The sitting arrangements were 2x4x2 and we had the 2 seats by the window.  I felt it would have been much more helpful if the airline allowed families to book seats together from the start instead of trying to sort it out onboard or at the gate. Food was nice but stewardess doesnt seem so attentive. Leg room space seem good, the 30kg luggage allowance is generous, but our baby pram seem to have got lost on our return journey - we got it back 1 day later. In flight movies seem limited and difficult to browse through, and no free complimentary wifi on board. From my experience Hamad Airport in Doha is excellent, very clean, fantastic toilets, lots of charging points, and apple imac stations!",Family Leisure,Economy Class,February 2016,A330-200 / A340-600,PEN to MAN via DSOH,Penang,Doha,Manchester,0.0,no
2016-02-15,9.0,10.0,H Patzelt,Oman,"""seats are just fabulous""","Muscat to Ho Chi Minh City via Doha return on business. Brand new Qatar Airways Boeing 777-300ER on the MCT-DOH leg and an elderly A330-200 between Doha and Ho Chi Minh City. The 777 seats are just fabulous! The A330 was equipped with the older seats which stretch out fully but stay slightly inclined. I was a bit disappointed at first but then noticed that the angle was not to bad. I could sleep very well without sliding down. Food and beverages were of excellent quality throughout, including in the new very large business lounge in DOH. The cabin crew was friendly, always available and helpful but never obtrusive. Check-in swift both in MCT and SGN. I would fly Qatar Airways again.",Solo Leisure,Business Class,May 2015,A330,MCT to SGN via DOH,Muscat,Doha,Ho Chi Minh,0.0,Yes
2016-02-14,6.0,10.0,Patrick Gold,United Kingdom,"""Boeing 787 noisy""","London to Colombo via Doha with Qatar Airways, the first leg was on a Boeing 787, my first experience of this aircraft. The noise in the rear economy cabin was incredible and we were moved forward to the next cabin. This was better but noisier than say a 777. Food on this leg was poor and although the wine was of good quality, it was dispensed in horrible cups. The other 3 legs were much better. The A340 is a comfortable plane and the A380 can't be beaten.  My overall impression was I was in economy and should not be allowed to forget it. Doha is a far better airport than Dubai.",Couple Leisure,Economy Class,February 2016,Boeing 787 / A340 / A380,LHR to CMB via DOH,London Heathrow,Doha,Colombo,0.0,no
2016-02-11,9.0,10.0,R Sloman,United Kingdom,"""another very pleasant trip""","Flew Qatar Airways from London Heathrow to Bangkok via Doha. First time aboard the A380, and what a product. Check-in at LHR was a bit of a drag unfortunately. IFE is particularly good on board with plenty to choose from to fill a long flight. Good standard of food and drink during the flight all served by very pleasant crew. Hamad International is like a breath of fresh air after the nightmare of the old Doha International Airport. If you have a long layover, would recommend the airport hotel. All in all, another very pleasant trip with QR, cannot recommend enough.",Solo Leisure,Economy Class,January 2016,A380,LHR to BKK via DOH,London Heathrow,Doha,Bangkok,0.0,Yes
2016-02-10,10.0,10.0,Richard T Bascome,United States,"""excellent service""","Doha to Philadelphia with Qatar Airways. Excellent service, and a beautiful business class lounge in Doha Airport. From the moment you board the plane, a glass of pink champagne served, and excellent food - with dining anytime you choose. Top rated movies on the inflight entertainment systems. I now understand why Qatar Airways has been ranked number one for so many years.",Solo Leisure,Business Class,February 2016,A350,DOH to PHL,Doha,Direct,Philadelphia,0.0,Yes
2016-02-09,10.0,10.0,A D Storey,United States,"""one of the top airlines""","Mumbai to Dallas Ft Worth via Doha with Qatar Airways in business class. This must be one of the top airlines in the world. Food and drinks are at restaurant standard. Inflight service was impeccable and crew. AVOD had a good selection. Cabin was very clean and toilets maintained the whole time going to Dallas. Wines were great, especially the rose.",Business,Business Class,February 2016,Boeing 777,BOM to DFW via DOH,Chhatrapati Shivaji Maharaj International,Doha,Dallas,0.0,Yes
